Odmiany;Rok wyników; Typ; Rok rejestracji; Wartość browarna; Plon Ziarna a1; Plon Ziarna a2; MZT; Wyrównanie ziarna; Wysokość roślin; Dojrzałość pełna; Wyleganie; Mączniak prawdziwy; Plamistość siatkowa; Rdza jęczmienia; Rynchospiroza; Czarna plamistość; Zawartość białka
Fandaga;2022;browany;2019;7;64,20;72;44,60;80;73;203;3;5;5;4;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
KWSJessie;2022;browany;2021;7,55;65,90;75,50;48,50;76;74;203;3;6;6;5;5;5;5;69,9;87,1;64,2;58,8;64,2;77,0;77,2;95,3;67,1;68,5;70,2;87,6;
KWSPremis;2022;browany;2023;5,60;68,50;73,30;43,60;83;73;205;5;5;6;6;5;5;4;58,5;85,7;81,5;57,4;63,3;66,8;59,4;88,8;81,0;59,5;59,0;62,6;
Lexy;2022;browany;2023;6,30;68,40;74,20;45,10;83;75;205;4;4;5;5;4;5;4;60,2;86,0;78,8;65,5;63,7;67,8;64,1;86,3;75,5;73,7;65,4;62,2;
LGBelcanto;2022;browany;2022;5,50;68,20;78,50;45,50;77;77;203;4;6;6;4;5;6;5;78,4;89,2;73,5;59,2;67,0;83,5;84,5;97,3;75,8;69,1;73,7;92,4;
LGFlamenco;2022;browany;2023;6,60;69;75,30;46,30;82;72;206;4;5;4;4;4;5;4;57,3;87,0;81,8;60,5;60,8;69,9;57,6;86,9;80,3;75,4;63,9;69,5;
LGRumba;2022;browany;2023;5,35;68,60;72;47,30;86;74;206;3;5;5;6;4;5;4;63,8;83,4;75,2;58,4;59,4;62,8;58,9;84,8;75,7;62,3;59,5;64,0;
RGTKepler;2022;browany;2021;6,55;66,40;75,70;48,50;77;76;204;4;4;6;6;5;6;6;71,4;89,5;65,5;59,8;62,0;78,9;79,1;100,0;66,5;69,3;66,8;88,9;
RGTPlanet;2022;browany;2016;7,80;66,10;74,60;44;76;76;203;3;5;5;5;5;5;5;71,3;89,5;65,1;61,0;64,0;75,0;79,9;96,8;67,5;69,9;69,6;81,9;
RGTYlesia;2022;browany;2020;7,15;66,30;75,70;43,20;71;71;203;5;5;5;5;5;5;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
